Id,LotArea,HouseStyle,OverallCond,YearBuilt,BedroomAbvGr,SalePrice
715,13517,2Story,8,1976,3,130500
716,10140,1Story,5,1974,3,165000
717,10800,2Story,8,1890,3,159500
718,10000,1Story,6,1973,3,157000
719,10542,2Story,5,1993,3,341000
720,9920,1Story,6,1969,3,128500
721,6563,1Story,5,1985,2,275000
722,4426,1Story,5,2004,1,143000
723,8120,1Story,7,1970,3,124500
724,8172,1.5Fin,6,1954,4,135000
725,13286,1Story,5,2007,3,320000
726,6960,1Story,6,1970,3,120500
727,21695,1Story,9,1988,3,222000
728,7314,1Story,5,2007,2,194500
729,11475,1Story,5,1958,4,110000
730,6240,1.5Fin,5,1925,2,103000
731,5389,1Story,5,1995,2,236500
732,9590,SLvl,5,2003,3,187500
733,11404,2Story,5,1998,3,222500
734,10000,1Story,6,1961,3,131400
735,8978,1Story,5,1968,3,108000
736,10800,2.5Unf,7,1914,2,163000
737,8544,1Story,4,1950,2,93500
738,10463,2Story,5,2005,3,239900
739,10800,1Story,5,1987,3,179000
740,9313,2Story,5,2004,3,190000
741,9600,2Story,7,1910,2,132000
742,6768,1Story,8,1961,3,142000
743,8450,1Story,5,2000,3,179000
744,12886,SLvl,6,1963,3,175000
745,5395,1Story,5,1993,2,180000
746,8963,2Story,9,1976,4,299800
747,8795,2Story,5,2000,4,236000
748,11700,2Story,7,1880,4,265979
749,10593,1Story,5,1996,3,260400
750,8405,1.5Fin,3,1945,4,98000
751,8800,1.5Fin,7,1910,3,96500
752,7750,2Story,5,2003,3,162000
753,9236,1Story,5,1997,3,217000
754,10240,2Story,5,2005,3,275500
755,7930,1Story,8,1969,3,156000
756,3230,2Story,5,1999,3,172500
757,10769,2Story,5,2007,3,212000
758,11616,2Story,5,1978,3,158900
759,2280,2Story,5,1999,3,179400
760,12257,2Story,5,1995,4,290000
761,9100,1Story,6,1959,2,127500
762,6911,1Story,5,1924,2,100000
763,8640,2Story,5,2009,3,215200
764,9430,2Story,5,1999,3,337000
765,9549,1Story,5,1995,2,270000
766,14587,1Story,5,2008,2,264132
767,10421,2Story,5,1988,3,196500
768,12508,1.5Fin,7,1940,4,160000
769,9100,1Story,5,2004,3,216837
770,53504,2Story,5,2003,4,538000
771,7252,SFoyer,5,1982,2,134900
772,8877,1Story,5,1951,2,102000
773,7819,SLvl,5,1976,3,107000
774,10150,1Story,5,1958,2,114500
775,14226,1Story,5,2006,3,395000
776,4500,1Story,5,1998,2,162000
777,11210,1Story,5,2005,3,221500
778,13350,1Story,5,1974,3,142500
779,8400,1Story,5,1977,4,144000
780,10530,SFoyer,5,1977,2,135000
781,7875,1Story,5,1995,3,176000
782,7153,2Story,5,1992,3,175900
783,16285,1Story,5,2001,3,187100
784,9101,SFoyer,6,1978,1,165500
785,6300,2.5Unf,6,1914,3,128000
786,9790,1Story,5,1967,3,161500
787,10800,1.5Fin,6,1915,4,139000
788,10142,2Story,5,2004,4,233000
789,6000,1Story,7,1954,2,107900
790,12205,2Story,8,1966,5,187500
791,3182,1Story,5,2005,2,160200
792,11333,SLvl,5,1976,3,146800
793,9920,2Story,5,1996,3,269790
794,9158,1Story,5,2007,3,225000
795,10832,2Story,5,1994,3,194500
796,8400,2Story,6,1980,3,171000
797,8197,1Story,5,1977,3,143500
798,7677,1Story,5,1953,2,110000
799,13518,2Story,5,2008,4,485000
800,7200,1.5Fin,7,1937,3,175000
801,12798,2Story,5,1997,4,200000
802,4800,1Story,7,1916,2,109900
803,8199,2Story,5,2005,3,189000
804,13891,2Story,5,2008,4,582933
805,9000,1Story,5,1954,2,118000
806,12274,1Story,5,2008,3,227680
807,9750,SLvl,5,1967,3,135500
808,21384,2Story,6,1923,3,223500
809,13400,SLvl,5,1966,3,159950
810,8100,2.5Unf,5,1898,2,106000
811,10140,1Story,6,1974,3,181000
812,4438,1Story,5,2004,1,144500
813,8712,1Story,5,1952,2,55993
814,9750,1Story,6,1958,4,157900
815,8248,1.5Fin,7,1918,3,116000
816,12137,1Story,5,1998,3,224900
817,11425,1Story,6,1954,2,137000
818,13265,1Story,5,2002,3,271000
819,8816,SLvl,7,1971,3,155000
820,6371,1Story,5,2009,2,224000
821,7226,2Story,5,2003,3,183000
822,6000,1Story,4,1953,2,93000
823,12394,2Story,5,2003,3,225000
824,9900,1.5Fin,7,1940,3,139500
825,11216,1Story,5,2006,3,232600
826,14803,1Story,5,2007,2,385000
827,6130,1.5Unf,6,1924,2,109500
828,8529,1Story,5,2001,3,189000
829,28698,2Story,5,1967,3,185000
830,2544,2Story,5,2005,2,147400
831,11900,1Story,5,1957,3,166000
832,3180,2Story,5,2005,2,151000
833,9548,2Story,6,2003,3,237000
834,10004,1Story,6,1964,3,167000
835,7875,1Story,6,1961,3,139950
836,9600,1Story,7,1950,2,128000
837,8100,1Story,6,1948,2,153500
838,1680,2Story,5,1973,2,100000
839,9525,1Story,6,1995,3,144000
840,11767,1.5Fin,6,1946,3,130500
841,12155,2Story,8,1925,4,140000
842,10440,2Story,8,1904,3,157500
843,9020,SLvl,7,1966,3,174900
844,8000,1Story,4,1961,6,141000
845,12665,1.5Fin,8,1915,4,153900
846,16647,SFoyer,5,1975,3,171000
847,9317,2Story,5,1993,3,213000
848,15523,1Story,6,1972,3,133500
849,45600,1.5Fin,8,1908,5,240000
850,9600,SLvl,7,1976,3,187000
851,4435,1Story,5,2003,1,131500
852,3196,1Story,5,2003,2,215000
853,7128,2.5Unf,5,1941,4,164000
854,12095,SLvl,6,1964,3,158000
855,17920,1Story,4,1955,3,170000
856,6897,1Story,8,1962,3,127000
857,10970,SLvl,6,1978,3,147000
858,8125,2Story,5,1994,3,174000
859,10400,1Story,5,1976,3,152000
860,11029,2Story,7,1968,4,250000
861,7642,1.5Fin,8,1918,3,189950
862,11625,1Story,4,1965,3,131500
863,9672,1Story,5,1984,3,152000
864,7931,1Story,5,1959,3,132500
865,8640,1Story,5,2007,3,250580
866,8750,1Story,6,1970,3,148500
867,10656,1Story,5,2006,3,248900
868,6970,1Story,5,1961,3,129000
869,14762,2Story,6,1948,2,169000
870,9938,2Story,5,1993,3,236000
871,6600,1Story,5,1962,2,109500
872,8750,2Story,5,1998,3,200500
873,8892,1Story,7,1953,3,116000
874,12144,1Story,7,1949,3,133000
875,5720,1.5Fin,6,1941,3,66500
876,9000,2Story,5,2007,4,303477
877,25286,1Story,5,1963,3,132250
878,8834,2Story,5,2004,4,350000
879,11782,SFoyer,7,1961,3,148000
880,7000,1Story,8,1978,3,136500
881,7024,1Story,5,2005,2,157000
882,13758,1.5Fin,5,1990,3,187500
883,9636,2Story,5,1992,3,178000
884,6204,2.5Fin,5,1912,5,118500
885,7150,1Story,5,1967,3,100000
886,5119,1Story,5,1999,2,328900
887,8393,1Story,5,1959,4,145000
888,16466,1.5Fin,7,1955,3,135500
889,15865,1Story,6,1970,4,268000
890,12160,1Story,4,1953,2,149500
891,8064,1.5Fin,7,1949,3,122900
892,11184,2Story,5,1978,3,172500
893,8414,1Story,8,1963,3,154500
894,13284,1Story,5,1954,3,165000
895,7018,1Story,5,1979,4,118858
896,7056,2Story,5,1963,4,140000
897,8765,1Story,6,1936,2,106500
898,7018,2Story,5,1979,6,142953
899,12919,1Story,5,2009,2,611657
900,6993,1Story,7,1961,3,135000
901,7340,1Story,6,1971,2,110000
902,8712,1Story,7,1957,2,153000
903,7875,2Story,5,2003,3,180000
904,14859,1Story,5,2006,3,240000
905,6173,1Story,6,1967,3,125500
906,9920,1Story,5,1954,3,128000
907,13501,1Story,5,2006,3,255000
908,11500,1.5Fin,7,1936,3,250000
909,8885,1Story,5,1983,2,131000
910,12589,2Story,5,2005,3,174000
911,11600,2Story,5,1960,5,154300
912,9286,1Story,7,1977,3,143500
913,6120,1Story,7,1925,3,88000
914,6270,2Story,6,1949,4,145000
915,3000,2Story,5,2009,2,173733
916,2001,2Story,5,1970,3,75000
917,9000,1Story,3,1949,1,35311
918,17140,1Story,6,1956,3,135000
919,13125,2Story,5,1991,4,238000
920,11029,1Story,8,1958,3,176500
921,8462,2Story,5,1994,3,201000
922,8777,1.5Fin,7,1900,4,145900
923,10237,1Story,5,2005,3,169990
924,8012,1Story,5,1993,2,193000
925,10240,1Story,6,1980,3,207500
926,15611,1Story,6,1977,3,175000
927,11999,2Story,5,2003,4,285000
928,9900,2Story,5,1968,4,176000
929,11838,1Story,5,2001,3,236500
930,13006,2Story,5,1997,4,222000
931,8925,1Story,5,2007,3,201000
932,9100,1Story,6,1965,2,117500
933,11670,1Story,5,2006,3,320000
934,8487,1Story,5,2004,3,190000
935,27650,1Story,7,1960,4,242000
936,5825,1Story,5,1926,1,79900
937,10083,1Story,5,2003,2,184900
938,9675,2Story,5,2005,3,253000
939,8760,2Story,5,2006,3,239799
940,24090,2Story,7,1940,4,244400
941,12640,1Story,5,1976,4,150900
942,8755,2Story,5,1999,3,214000
943,7711,1Story,3,1977,4,150000
944,25000,1Story,4,1967,4,143000
945,14375,SLvl,6,1958,3,137500
946,8820,1.5Fin,6,1890,2,124900
947,8163,SLvl,6,1959,3,143000
948,14536,1Story,5,2002,3,270000
949,14006,2Story,5,2002,3,192500
950,9360,1Story,7,1972,3,197500
951,7200,1Story,8,1950,3,129000
952,7800,1Story,5,1965,3,119900
953,7200,SFoyer,8,1972,2,133900
954,11075,2Story,4,1969,4,172000
955,9400,SFoyer,5,1975,4,127500
956,7136,2Story,6,1946,4,145000
957,1300,2Story,6,1980,2,124000
958,7420,1Story,5,1962,3,132000
959,8450,1Story,5,2003,3,185000
960,2572,2Story,5,1999,3,155000
961,7207,1Story,7,1958,2,116500
962,12227,2Story,7,1977,4,272000
963,2308,2Story,6,1976,3,155000
964,11923,1Story,5,2007,2,239000
965,11316,2Story,5,2002,4,214900
966,10237,2Story,5,2005,3,178900
967,9600,1.5Fin,7,1940,2,160000
968,7390,1Story,7,1955,3,135000
969,5925,1.5Fin,6,1910,2,37900
970,10382,SLvl,5,1958,2,140000
971,10800,1.5Fin,4,1949,4,135000
972,2268,2Story,5,2003,2,173000
973,7892,1Story,5,1979,2,99500
974,11639,1Story,5,2007,3,182000
975,11414,2Story,8,1910,3,167500
976,2651,2Story,5,2000,3,165000
977,5900,1Story,7,1923,2,85500
978,4274,1Story,5,2006,1,199900
979,9450,1Story,5,1954,3,110000
980,8816,1Story,6,1963,3,139000
981,12122,SFoyer,9,1961,3,178400
982,12203,2Story,5,1998,4,336000
983,3182,1Story,5,2007,2,159895
984,11250,2Story,5,2002,4,255900
985,10125,1.5Fin,5,1977,4,126000
986,10880,1Story,5,1950,3,125000
987,5310,1.5Fin,8,1910,2,117000
988,10159,1Story,5,2009,3,395192
989,12046,2Story,6,1976,4,195000
990,8125,2Story,5,2006,3,197000
991,9452,2Story,5,1997,3,348000
992,17671,2Story,9,1882,4,168000
993,9760,2Story,8,1964,3,187000
994,8846,2Story,5,2005,3,173900
995,12456,1Story,5,2006,3,337500
996,4712,1.5Fin,7,1946,3,121600
997,10659,1Story,6,1961,3,136500
998,11717,1Story,6,1970,2,185000
999,9786,1Story,4,1922,3,91000
1000,6762,1Story,5,2006,2,206000
1001,10206,1Story,3,1952,2,82000
1002,5400,1Story,6,1920,2,86000
1003,11957,1Story,5,2006,3,232000
1004,11500,1Story,6,1976,4,136905
1005,3182,1Story,5,2005,1,181000
1006,8385,SLvl,8,1977,3,149900
1007,12155,1Story,3,1970,3,163500
1008,2217,2Story,4,1970,3,88000
1009,12118,1Story,5,2004,3,240000
1010,6000,1.5Fin,5,1926,4,102000
1011,21286,1.5Fin,5,1948,4,135000
1012,9825,1Story,5,1965,4,100000
1013,10592,2Story,7,1923,3,165000
1014,7200,1Story,4,1910,2,85000
1015,11664,1Story,5,1948,2,119200
1016,8400,2Story,6,2001,3,227000
1017,11883,1Story,5,1996,3,203000
1018,5814,1Story,5,1984,1,187500
1019,10784,SLvl,5,1991,3,160000
1020,3013,1Story,5,2005,2,213490
1021,7024,1Story,5,2005,2,176000
1022,7406,1Story,5,2006,2,194000
1023,9439,1.5Fin,5,1930,2,87000
1024,3182,1Story,5,2005,2,191000
1025,15498,1Story,6,1976,2,287000
1026,7700,1Story,5,1972,3,112500
1027,9300,1Story,5,1960,3,167500
1028,9520,1Story,5,2007,3,293077
1029,9492,1.5Fin,5,1941,3,105000
1030,1680,2Story,7,1972,3,118000
1031,7082,2Story,8,1916,5,160000
1032,15863,2.5Fin,3,1920,5,197000
1033,14541,2Story,7,1993,5,310000
1034,8125,1Story,5,2002,3,230000
1035,6305,1Story,7,1938,2,119750
1036,11500,1Story,3,1957,3,84000
1037,12898,1Story,5,2007,2,315500
1038,9240,2Story,5,2001,3,287000
1039,1533,2Story,6,1970,3,97000
1040,1477,SFoyer,4,1970,1,80000
1041,13125,1Story,4,1957,3,155000
1042,9130,2Story,8,1966,4,173000
1043,5381,1Story,5,2005,1,196000
1044,11839,2Story,5,1990,4,262280
1045,9600,1Story,5,1981,4,278000
1046,13680,1Story,5,1955,4,139600
1047,16056,2Story,5,2005,4,556581
1048,9245,1Story,5,1994,3,145000
1049,21750,1Story,4,1960,3,115000
1050,11100,1Story,7,1946,2,84900
1051,8993,1Story,5,2007,3,176485
1052,11175,1Story,5,2007,3,200141
1053,9500,2Story,6,1964,4,165000
1054,8562,1Story,6,1957,4,144500
1055,11367,2Story,5,2002,3,255000
1056,11361,1Story,5,1976,3,180000
1057,7052,1Story,5,2005,2,185850
1058,29959,2Story,6,1994,3,248000
1059,11308,2Story,5,2008,3,335000
1060,11275,1.5Fin,7,1932,3,220000
1061,4920,1Story,5,2001,2,213500
1062,18000,1Story,4,1935,2,81000
1063,13600,2Story,5,1900,5,90000
1064,6000,1Story,6,1925,2,110500
1065,11000,1Story,6,1966,3,154000
1066,14000,2Story,5,1996,3,328000
1067,7837,2Story,7,1993,3,178000
1068,9760,2Story,6,1964,4,167900
1069,3964,2Story,4,1973,5,151400
1070,9600,1.5Unf,7,1949,2,135000
1071,10152,1Story,5,1956,3,135000
1072,11700,2Story,6,1968,4,154000
1073,7585,1.5Fin,3,1948,4,91500
1074,7950,2Story,6,1977,3,159500
1075,8556,1Story,5,2006,2,194000
1076,13125,2Story,6,1940,3,219500
1077,10800,1.5Fin,8,1936,3,170000
1078,15870,1Story,5,1969,3,138800
1079,4435,1Story,5,2004,1,155900
1080,8775,1Story,5,1994,3,126000
1081,11040,1Story,7,1971,3,145000
1082,7500,1Story,5,1963,3,133000
1083,8749,1Story,5,2002,3,192000
1084,8800,1Story,6,1964,3,160000
1085,13031,2Story,5,1995,3,187500
1086,9069,SFoyer,6,1992,2,147000
1087,1974,2Story,5,1973,3,83500
1088,10574,2Story,5,2005,3,252000
1089,2522,2Story,5,2004,3,137500
1090,3316,1Story,5,2005,1,197000
1091,8544,1Story,4,1950,2,92900
1092,2160,2Story,5,1999,2,160000
1093,8400,1.5Fin,5,1925,4,136500
1094,9230,1Story,8,1965,1,146000
1095,5868,1Story,7,1956,2,129000
1096,9317,1Story,5,2006,3,176432
1097,6882,2Story,7,1914,3,127000
1098,3696,1Story,5,1986,2,170000
1099,6000,1.5Fin,6,1936,3,128000
1100,11880,1Story,5,1978,3,157000
1101,8400,1Story,5,1920,1,60000
1102,9758,1Story,5,1971,3,119500
1103,7000,1Story,7,1960,2,135000
1104,8910,1Story,6,1959,3,159500
1105,2016,2Story,5,1970,3,106000
1106,12256,2Story,5,1994,3,325000
1107,10357,1Story,5,1990,3,179900
1108,23257,2Story,5,2006,3,274725
1109,8063,2Story,5,2000,3,181000
1110,11362,1Story,5,2004,3,280000
1111,8000,2Story,5,1995,3,188000
1112,10480,2Story,6,1976,4,205000
1113,7100,1Story,7,1957,2,129900
1114,8923,1Story,7,1953,2,134500
1115,5400,1Story,7,1954,2,117000
1116,12085,1Story,5,2007,3,318000
1117,7750,SLvl,5,2002,3,184100
1118,9764,1Story,7,1967,3,130000
1119,13825,SLvl,6,1958,3,140000
1120,7560,1Story,5,1959,3,133700
1121,8263,1Story,5,1920,2,118400
1122,10084,1Story,5,2005,3,212900
1123,8926,1Story,3,1956,3,112000
1124,9405,1Story,9,1947,2,118000
1125,9125,SLvl,5,1992,3,163900
1126,10434,1Story,5,1955,2,115000
1127,3684,1Story,5,2007,2,174000
1128,14572,1Story,5,2004,3,259000
1129,11796,2Story,5,2004,4,215000
1130,7200,SFoyer,5,1980,2,140000
1131,7804,1.5Fin,3,1928,4,135000
1132,10712,1Story,5,1991,3,93500
1133,9900,2Story,4,1880,5,117500
1134,9828,2Story,5,1995,3,239500
1135,8773,2Story,5,1997,3,169000
1136,6180,1Story,5,1926,2,102000
1137,9600,1.5Fin,5,1950,3,119000
1138,6342,1.5Fin,8,1875,2,94000
1139,9819,1Story,5,1977,2,196000
1140,8731,1Story,5,1920,3,144000
1141,7350,1Story,7,1951,2,139000
1142,10304,2Story,7,1976,4,197500
1143,9965,2Story,5,2006,4,424870
1144,9000,1Story,3,1959,3,80000
1145,12180,1.5Fin,4,1941,2,80000
1146,6240,1.5Fin,6,1928,3,149000
1147,11200,1Story,5,1985,3,180000
1148,12000,2Story,7,1941,3,174500
1149,5700,1.5Fin,7,1926,2,116900
1150,9000,2Story,9,1920,3,143000
1151,8280,1Story,5,1950,2,124000
1152,17755,1Story,4,1959,3,149900
1153,14115,1Story,7,1956,2,230000
1154,5890,1Story,8,1930,2,120500
1155,13700,2Story,6,1965,4,201800
1156,10768,1Story,8,1976,3,218000
1157,9350,SLvl,8,1965,3,179900
1158,5001,1Story,5,2007,2,230000
1159,11932,1Story,5,2007,3,235128
1160,9120,2Story,6,1974,4,185000
1161,2280,2Story,5,1978,3,146000
1162,14778,1Story,7,1954,3,224000
1163,8724,1Story,5,1968,3,129000
1164,12900,SFoyer,4,1969,0,108959
1165,16157,SLvl,7,1978,2,194000
1166,9541,1Story,5,2009,3,233170
1167,10475,1Story,5,2008,3,245350
1168,10852,2Story,5,2000,3,173000
1169,13728,2Story,7,1935,4,235000
1170,35760,2Story,5,1995,4,625000
1171,9880,SLvl,6,1977,3,171000
1172,9120,1Story,6,1958,3,163000
1173,4017,2Story,5,2006,2,171900
1174,18030,1.5Fin,6,1946,3,200500
1175,16560,2Story,8,1932,4,239000
1176,10678,1.5Fin,5,1992,4,285000
1177,6951,1Story,5,1984,3,119500
1178,3950,1.5Fin,8,1926,3,115000
1179,7681,1.5Fin,6,1921,3,154900
1180,8335,1Story,5,1954,3,93000
1181,11170,2Story,5,1990,4,250000
1182,5587,1Story,5,2008,2,392500
1183,15623,2Story,5,1996,4,745000
1184,10800,1Story,6,1920,2,120000
1185,35133,1Story,4,1963,3,186700
1186,9738,1.5Fin,7,1924,4,104900
1187,10615,2Story,5,1900,3,95000
1188,12461,1Story,5,1994,2,262000
1189,8935,2Story,5,2002,3,195000
1190,7500,2Story,5,1999,3,189000
1191,32463,1Story,4,1961,3,168000
1192,2645,2Story,5,1999,2,174000
1193,9600,1.5Fin,8,1925,3,125000
1194,4500,1Story,5,1999,2,165000
1195,9364,2Story,7,1969,4,158000
1196,8029,2Story,5,2005,3,176000
1197,14054,2Story,5,2006,4,219210
1198,8850,2.5Unf,6,1916,3,144000
1199,9100,1Story,5,2001,3,178000
1200,11235,1Story,5,1963,3,148000
1201,9353,1Story,5,1970,3,116050
1202,10400,2Story,5,1998,3,197900
1203,6000,1.5Fin,8,1925,3,117000
1204,9750,1Story,5,2000,3,213000
1205,10140,1Story,6,1975,3,153500
1206,14684,1Story,7,1990,3,271900
1207,8900,1Story,4,1966,2,107000
1208,9135,1Story,5,2003,3,200000
1209,7763,1Story,7,1962,3,140000
1210,10182,1Story,5,2006,3,290000
1211,11218,2Story,5,1992,3,189000
1212,12134,1.5Fin,7,1988,4,164000
1213,9340,1Story,6,1941,2,113000
1214,10246,SLvl,9,1965,0,145000
1215,10205,SFoyer,5,1962,3,134500
1216,7094,1Story,5,1966,3,125000
1217,8930,1.5Fin,5,1978,4,112000
1218,8640,1Story,5,2009,3,229456
1219,6240,1.5Fin,5,1947,2,80500
1220,1680,2Story,5,1971,3,91500
1221,7800,1Story,5,1964,2,115000
1222,8250,1Story,5,1968,3,134000
1223,10496,1.5Fin,6,1949,3,143000
1224,10680,1Story,3,1951,4,137900
1225,15384,2Story,5,2004,3,184000
1226,10482,SLvl,8,1958,3,145000
1227,14598,2Story,5,2007,4,214000
1228,8872,1Story,8,1965,2,147000
1229,8769,1Story,5,2008,1,367294
1230,7910,SLvl,5,1960,4,127000
1231,18890,1.5Fin,5,1977,4,190000
1232,7728,SLvl,6,1962,3,132500
1233,9842,1Story,5,1962,2,101800
1234,12160,1Story,5,1959,3,142000
1235,8525,2Story,6,1911,4,130000
1236,13132,2Story,5,1914,4,138887
1237,2628,2Story,5,2003,2,175500
1238,12393,2Story,5,2004,4,195000
1239,13072,1Story,5,2005,3,142500
1240,9037,1Story,5,2006,2,265900
1241,8158,2Story,5,2003,3,224900
1242,9849,1Story,6,2007,3,248328
1243,10625,SFoyer,6,1974,3,170000
1244,13891,1Story,5,2006,2,465000
1245,11435,2Story,7,1929,3,230000
1246,12090,SLvl,7,1984,3,178000
1247,8125,2Story,5,2005,3,186500
1248,12328,SLvl,5,1976,3,169900
1249,9600,2.5Unf,5,1917,3,129500
1250,7200,1Story,7,1950,3,119000
1251,11160,1Story,5,1968,3,244000
1252,3136,1Story,5,2003,2,171750
1253,9858,1Story,6,1968,3,130000
1254,17542,2Story,7,1974,3,294000
1255,6931,2Story,5,2003,3,165400
1256,6240,1.5Fin,6,1931,3,127500
1257,14303,1Story,5,1994,2,301500
1258,4060,1Story,8,1922,2,99900
1259,9587,SLvl,5,2005,2,190000
1260,9750,1Story,8,1969,3,151000
1261,24682,2Story,5,1999,3,181000
1262,9600,1Story,6,1956,2,128900
1263,11250,1.5Fin,5,1957,5,161500
1264,13515,2Story,6,1919,3,180500
1265,4060,1Story,5,1998,2,181000
1266,3735,2Story,5,1999,3,183900
1267,10120,2.5Unf,4,1910,4,122000
1268,13214,1Story,5,2008,3,378500
1269,14100,1.5Fin,9,1935,4,381000
1270,11344,1.5Fin,5,1958,3,144000
1271,23595,1Story,6,1979,0,260000
1272,9156,1Story,7,1968,3,185750
1273,13526,1Story,6,1965,3,137000
1274,11512,SLvl,7,1959,2,177000
1275,5362,1.5Fin,6,1910,3,139000
1276,11345,2Story,5,1948,4,137000
1277,12936,2Story,6,1972,3,162000
1278,17871,SLvl,5,1967,3,197900
1279,9473,2Story,5,2002,3,237000
1280,7500,1.5Fin,4,1920,2,68400
1281,9808,1Story,5,2002,3,227000
1282,8049,1Story,5,1990,2,180000
1283,8800,1Story,7,1977,3,150500
1284,9400,2Story,5,1971,4,139000
1285,9638,1.5Fin,7,1919,4,169000
1286,6000,1.5Fin,6,1939,4,132500
1287,9790,1Story,5,1963,3,143000
1288,36500,1Story,5,1964,4,190000
1289,5664,1Story,5,2000,2,278000
1290,11065,2Story,5,2006,3,281000
1291,14112,SLvl,7,1964,3,180500
1292,1680,2Story,7,1972,3,119500
1293,6600,2Story,4,1892,4,107500
1294,10140,2Story,5,1976,4,162900
1295,8172,1Story,7,1955,2,115000
1296,8400,1Story,5,1968,3,138500
1297,8700,1Story,6,1963,3,155000
1298,3675,SFoyer,5,2005,2,140000
1299,63887,2Story,5,2008,3,160000
1300,7500,1Story,7,1959,3,154000
1301,10762,2Story,5,1999,3,225000
1302,7500,2Story,7,1942,3,177500
1303,10120,2Story,5,1994,4,290000
1304,8688,1Story,5,2005,3,232000
1305,3363,2Story,5,2004,3,130000
1306,13173,1Story,5,2006,2,325000
1307,6955,1Story,5,2005,2,202500
1308,8072,1Story,5,1994,3,138000
1309,12000,1Story,7,1948,2,147000
1310,7153,1Story,5,1991,3,179200
1311,17500,1Story,8,1959,3,335000
1312,8814,1Story,5,2005,3,203000
1313,9572,2Story,5,1990,4,302000
1314,14774,2Story,5,1999,4,333168
1315,8190,1Story,6,1954,3,119000
1316,11075,2Story,5,1969,4,206900
1317,10226,1Story,5,2008,3,295493
1318,4230,1Story,5,2006,2,208900
1319,14781,1Story,5,2001,3,275000
1320,10215,1Story,5,1954,3,111000
1321,8400,1Story,3,1957,3,156500
1322,6627,1Story,6,1949,2,72500
1323,10186,2Story,5,1992,3,190000
1324,5330,1Story,7,1940,2,82500
1325,9986,1Story,5,2006,2,147000
1326,3636,1Story,4,1922,2,55000
1327,4270,1Story,6,1931,3,79000
1328,6600,1Story,9,1982,3,130500
1329,10440,1.5Fin,7,1920,5,256000
1330,9084,2Story,5,1998,3,176500
1331,10000,1Story,5,2006,3,227000
1332,10780,SLvl,5,1976,3,132500
1333,8877,1Story,6,1938,2,100000
1334,7200,1.5Fin,6,1938,2,125500
1335,2368,2Story,6,1970,3,125000
1336,9650,1Story,5,1977,2,167900
1337,9246,1Story,5,1973,4,135000
1338,4118,1Story,4,1941,2,52500
1339,13450,2Story,5,2002,3,200000
1340,9560,1Story,7,1972,3,128500
1341,8294,1Story,5,1971,3,123000
1342,13695,1Story,5,2003,3,155000
1343,9375,2Story,5,2002,3,228500
1344,7558,1.5Fin,6,1928,3,177000
1345,11103,2Story,5,2006,3,155835
1346,6000,1Story,4,1920,2,108500
1347,20781,1Story,7,1968,3,262500
1348,15306,1Story,5,2006,3,283463
1349,16196,1Story,5,1998,3,215000
1350,5250,2Story,5,1872,4,122000
1351,11643,2Story,5,1969,6,200000
1352,9247,2Story,6,1962,4,171000
1353,6000,1.5Fin,9,1937,2,134900
1354,14720,1.5Fin,5,1995,4,410000
1355,10316,2Story,5,2000,3,235000
1356,10192,SLvl,6,1968,4,170000
1357,9477,1Story,5,1966,3,110000
1358,12537,1Story,6,1971,3,149900
1359,2117,2Story,5,2000,3,177500
1360,16737,1Story,5,2004,3,315000
1361,9842,2Story,6,1921,4,189000
1362,16158,1Story,5,2005,3,260000
1363,12513,1.5Fin,4,1920,4,104900
1364,8499,2Story,5,2006,3,156932
1365,3180,2Story,5,2005,2,144152
1366,7500,2Story,5,2000,3,216000
1367,9179,2Story,5,1999,3,193000
1368,2665,2Story,6,1977,4,127000
1369,4435,1Story,5,2003,1,144000
1370,10635,1Story,5,2003,3,232000
1371,5400,1.5Fin,6,1920,2,105000
1372,9600,SLvl,6,1955,3,165500
1373,9750,2Story,6,1998,3,274300
1374,11400,1Story,5,2001,2,466500
1375,10625,2Story,5,2005,3,250000
1376,10991,1Story,5,2007,3,239000
1377,6292,1Story,5,1930,2,91000
1378,10998,1.5Fin,5,1941,3,117000
1379,1953,2Story,5,1973,2,83000
1380,9735,SLvl,5,2006,3,167500
1381,8212,1Story,3,1914,2,58500
1382,12925,1Story,7,1970,4,237500
1383,7200,2Story,7,1920,4,157000
1384,25339,1Story,7,1918,3,112000
1385,9060,1.5Fin,5,1939,2,105000
1386,5436,1.5Fin,8,1922,3,125500
1387,16692,2Story,5,1978,5,250000
1388,8520,1.5Fin,7,1916,5,136000
1389,14892,1Story,5,2006,3,377500
1390,6000,1.5Fin,6,1941,3,131000
1391,9100,1Story,5,2000,3,235000
1392,8944,1Story,5,1967,4,124000
1393,7838,SFoyer,5,1967,3,123000
1394,10800,1.5Fin,7,1905,3,163000
1395,4045,1Story,5,2006,2,246578
1396,12665,2Story,5,2005,4,281213
1397,57200,1Story,5,1948,3,160000
1398,6120,2Story,8,1920,4,137500
1399,7200,1.5Fin,4,1950,3,138000
1400,6171,1.5Fin,6,1925,3,137450
1401,6000,1.5Fin,7,1929,3,120000
1402,7415,2Story,5,2004,3,193000
1403,6762,1Story,5,2006,2,193879
1404,15256,1Story,5,2007,3,282922
1405,10410,1.5Fin,4,1915,3,105000
1406,3842,1Story,5,2004,2,275000
1407,8445,SFoyer,7,1972,2,133000
1408,8780,1Story,5,1985,3,112000
1409,7740,2Story,7,1910,3,125500
